"Latitude (dec deg N)","Longitude (dec deg E)","Depth (m)","SampleID","Location Code","Day of Year (1-365)","Week of Year (1-52)","Date Collected (YYYY-MM-DD)","Time Collected PT (hh:mm:ss)","Air Temp (deg C)","Temp (deg C)","Salinity (PSU 1e-3)","Chl Volume Filtered (mL)","Chl1 (mg/m3)","Chl2 (mg/m3)","Avg Chloro (mg/m3)","Phaeo1 (mg/m3)","Phaeo2 (mg/m3)","Avg. Phaeo (mg/m3)","Phosphate (uM)","Silicate (uM)","Nitrite (uM)","Nitrite+Nitrate (uM)","Ammonium (uM)","Nitrate (uM)","DA Volume Filtered (mL)","pDA (ng/mL)","tDA (ng/mL)","dDA (ng/mL)","Volume Settled for counting (mL)","Akashiwo sanguinea (cells/L)","Alexandrium spp. (cells/L)","Dinophysis spp. (cells/L)","Lingulodinium polyedra (cells/L)","Prorocentrum spp. (cells/L)","Pseudo-nitzschia delicatissima group (cells/L)","Pseudo-nitzschia seriata group (cells/L)","Ceratium spp. (cells/L)","Cochlodinium/Margalefidinium spp. (cells/L)","Gymnodinium spp. (cells/L)","Other Diatoms (cells/L)","Other Dinoflagellates (cells/L)","Total Phytoplankton (cells/L)"
35.370852,-120.858731,NA,"MBF241118","MBF",323,47,2024-11-18,"10:20:00",NA,12.2,33.2,100,1.64,1.86,1.75,2.35,1.95,2.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1599.23017705928,0,533.076725686425,533.076725686425,6396.92070823711,0,0,0,1066.15345137285,0,13859.9948678471,3198.46035411855,27186.9130100077
35.370852,-120.858731,NA,"MBF241125","MBF",330,48,2024-11-25,"18:05:00",NA,12.3,32.9,100,2.04,2.34,2.19,1.07,1.08,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,533.076725686425,0,1066.15345137285,2132.3069027457,20256.9155760842,0,1599.23017705928,533.076725686425,0,533.076725686425,3731.53707980498,5863.84398255069,36249.2173466769
35.370852,-120.858731,NA,"MBF241203","MBF",338,49,2024-12-03,"8:30:00",NA,12.7,33,100,3.16,3.36,3.26,1.25,1.14,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,533.076725686425,0,0,4264.6138054914,3731.53707980498,0,0,6929.99743392353,0,0,36782.2940723634,2132.30690274569,54373.8260200154
35.370852,-120.858731,NA,"MBF241209","MBF",344,50,2024-12-09,"17:00:00",NA,12.3,33,100,1.43,1.69,1.56,0.98,0.97,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,0,2132.3069027457,0,0,2132.3069027457,0,2132.3069027457,22389.2224788299,2665.38362843213,31451.5268154991
35.370852,-120.858731,NA,"MBF241216","MBF",351,51,2024-12-16,"9:11:00",NA,12,34.4,100,0.6,0.55,0.57,1.47,1.47,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,0,0,2665.38362843213,0,0,0,0,10661.5345137285,1066.15345137285,14393.0715935335
35.370852,-120.858731,NA,"MBF241223","MBF",358,52,2024-12-23,"16:05:00",NA,13.1,34.1,100,1.23,1.27,1.25,1.64,1.65,1.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,0,0,0,2132.3069027457,0,0,0,14393.0715935335,0,16525.3784962792
35.370852,-120.858731,NA,"MBF241230","MBF",365,53,2024-12-30,"8:10:00",NA,11.5,34.4,100,1.06,1.11,1.08,1.36,1.26,1.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,533.076725686425,0,0,0,0,0,0,0,17591.531947652,533.076725686425,18657.6853990249
35.370852,-120.858731,NA,"MBF250106","MBF",6,1,2025-01-06,"14:15:00",NA,12.6,34.6,100,0.867778034478423,0.90976729421125,0.888772664344837,0.714626722594577,0.77066253630875,0.742644629451664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35.370852,-120.858731,NA,"MBF250114","MBF",14,2,2025-01-14,"10:20:00",NA,11.6,34.5,100,2.50535916405867,2.72930188263375,2.61733052334621,1.06555422579633,0.95364016258925,1.00959719419279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,0,0,1599.23017705928,0,533.076725686425,0,0,52241.5191172697,533.076725686425,54906.9027457018
35.370852,-120.858731,NA,"MBF250121","MBF",21,3,2025-01-21,"15:22:00",NA,12.4,34.3,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,2132.3069027457,0,0,0,533.076725686425,0,1066.15345137285,0,0,0,14393.0715935335,1066.15345137285,19190.7621247113
35.370852,-120.858731,NA,"MBF250130","MBF",30,4,2025-01-30,"10:40:00",NA,12.1,33.8,100,1.95,3.22,2.58,0.7,0.73,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,533.076725686425,0,533.076725686425,0,0,0,0,0,12793.8414164742,12260.7646907878,26120.7595586348
35.370852,-120.858731,NA,"MBF250205","MBF",36,5,2025-02-05,"14:30:00",NA,13.5,33.5,100,1.9,1.89,1.9,1.18,0.98,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,1066.15345137285,533.076725686425,2132.3069027457,0,0,0,0,0,4797.69053117783,1599.23017705928,10128.4577880421
35.370852,-120.858731,NA,"MBF250211","MBF",42,6,2025-02-11,"8:45:00",NA,11.9,35.7,100,1.41,1.69,1.55,0.69,0.69,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1599.23017705928,0,0,0,1066.15345137285,0,0,533.076725686425,3731.53707980498,0,18657.6853990249,14393.0715935335,39980.7544264819
35.370852,-120.858731,NA,"MBF250217","MBF",48,7,2025-02-17,"11:56:00",NA,11.91,33.07,100,1.23,1.21,1.22,1.15,1.05,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1066.15345137285,0,0,0,3198.46035411855,0,5330.76725686425,0,0,0,10661.5345137285,0,20256.9155760842
35.370852,-120.858731,NA,"MBF250225","MBF",56,8,2025-02-25,"8:15:00",NA,NA,35.8,100,2.13,2.41,2.27,0.97,1.29,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,0,533.076725686425,0,0,533.076725686425,0,0,15992.3017705928,533.076725686425,17591.531947652
35.370852,-120.858731,NA,"MBF250304","MBF",63,9,2025-03-04,"13:14:00",NA,12.8,33.6,100,1.52,1.75,1.635,1.303,1.19,1.2465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,0,0,0,0,0,0,0,5863.84398255068,1599.23017705928,7463.07415960996
35.370852,-120.858731,NA,"MBF250311","MBF",70,10,2025-03-11,"9:00:00",NA,12,34.1,100,1.34365631145046,1.455627670738,1.39964199109423,0.798891722462539,0.714927527017,0.756909624739769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,0,0,1599.23017705928,1599.23017705928,0,0,0,11194.6112394149,1066.15345137285,15459.2250449063
35.370852,-120.858731,NA,"MBF250317","MBF",76,11,2025-03-17,"12:00:00",NA,12.7,28.8,100,1.32,1.4,1.36,1.42,1.35,1.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,0,0,2132.3069027457,0,0,0,0,16525.3784962792,0,18657.6853990249
35.370852,-120.858731,NA,"MBF250325","MBF",84,12,2025-03-25,"8:55:00",NA,11.4,34.2,100,1.15,0.81,0.98,1.12,0.47,0.795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,533.076725686425,0,0,0,0,0,0,0,0,0,4264.6138054914,1066.15345137285,5863.84398255068
35.370852,-120.858731,NA,"MBF250331","MBF",90,13,2025-03-31,"14:08:00",NA,12.6,34.2,100,1.88,1.79,1.835,0.73,0.83,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,0,533.076725686425,0,0,0,0,0,23455.3759302027,1066.15345137285,25054.606107262
